item,itemLabel,itemDescription
http://www.wikidata.org/entity/Q20826540,erudite person,someone who has great knowledge
http://www.wikidata.org/entity/Q20965770,winter sports practitioner,person who practices winter sports
http://www.wikidata.org/entity/Q22336956,humanitarian,person dedicated to the help of people
http://www.wikidata.org/entity/Q21074241,capitaine,military rank of the French Army and Air Force
http://www.wikidata.org/entity/Q21081635,ocean rower,"adventurer, who crosses oceans with a rowing boat"
http://www.wikidata.org/entity/Q20706626,arms trafficker,illegal occupation
http://www.wikidata.org/entity/Q20105472,Agente Forestal,forestry ranger in Spain
http://www.wikidata.org/entity/Q20726620,knife thrower,
http://www.wikidata.org/entity/Q20850090,harmonicist,person who plays a harmonica
http://www.wikidata.org/entity/Q21491495,nematologist,scientist studying nematology
http://www.wikidata.org/entity/Q23038514,sleeper,person who is sleeping
http://www.wikidata.org/entity/Q21084228,money counterfeiter,occupation
http://www.wikidata.org/entity/Q20971451,radiesthesist,
http://www.wikidata.org/entity/Q23055218,travel guide writer,
http://www.wikidata.org/entity/Q21578283,rowing administrator,"official in the sport of rowing, usually holding a position in a rowing governing body"
http://www.wikidata.org/entity/Q20725072,torturer,criminal occupation
http://www.wikidata.org/entity/Q22916339,summer biathlete,competitioner in Summer biathlon
http://www.wikidata.org/entity/Q23014576,confidence trickster,type of con artist
http://www.wikidata.org/entity/Q23038548,sleepwalker,person who walks while sleeping
http://www.wikidata.org/entity/Q22125847,kimono dealer,
http://www.wikidata.org/entity/Q22810659,nightclub owner,occupation
http://www.wikidata.org/entity/Q20817246,Ältermann,Leader of a guild
http://www.wikidata.org/entity/Q21234378,yodeler,singer who yodels
http://www.wikidata.org/entity/Q21097813,Paroc,
http://www.wikidata.org/entity/Q21550888,plantation owner,owner of a plantation
http://www.wikidata.org/entity/Q21600439,landscape painter,artist who creates landscape paintings
http://www.wikidata.org/entity/Q23038345,Wikipedian,contributor to Wikipedia
http://www.wikidata.org/entity/Q22812942,model railroader,person who practice model railroading
http://www.wikidata.org/entity/Q20791985,bandoneonist,musician who plays bandoneon
http://www.wikidata.org/entity/Q21169216,actress,female actor
http://www.wikidata.org/entity/Q23038546,dreamer,person who is dreaming
http://www.wikidata.org/entity/Q22812879,digital artist,artist who works in the digital medium
http://www.wikidata.org/entity/Q22808152,deserter,"member of the armed forces who deserts, abandons a duty or post without permission and with the intention of not returning"
http://www.wikidata.org/entity/Q19934710,air force officer,military officer in an air force
http://www.wikidata.org/entity/Q21263917,medical student,student who studies medicine
http://www.wikidata.org/entity/Q24293741,anarcho-syndicalist,occupation
http://www.wikidata.org/entity/Q27532437,suffragist,activist advocating for the women's right to vote
http://www.wikidata.org/entity/Q24256017,chairman of the Social Democratic Party,party leader in Austria
http://www.wikidata.org/entity/Q23666894,dairy farmer,farmer specialising in the production of milk
http://www.wikidata.org/entity/Q25570907,lion tamer,occupation of person who tames lions
http://www.wikidata.org/entity/Q25893271,clandestine agent,clandestine
http://www.wikidata.org/entity/Q25340898,FLOSS contributor,person who contributed a modification to a Free/Libre and Open-Source Software
http://www.wikidata.org/entity/Q23924989,distiller,owner of or worker at a distillery
http://www.wikidata.org/entity/Q24238692,croquet player,sportsperson playing croquet
http://www.wikidata.org/entity/Q26832546,medical administrator,occupation
http://www.wikidata.org/entity/Q24574678,cornetist,musician who plays the cornet
http://www.wikidata.org/entity/Q23770547,serologist,medical specialization
http://www.wikidata.org/entity/Q26248338,dutarist,dutar instrument player
http://www.wikidata.org/entity/Q27522900,vegan,person who adheres to veganism
http://www.wikidata.org/entity/Q26481809,sports executive,role concerned with the business side of sports
http://www.wikidata.org/entity/Q26267537,serial rapist,person who rapes many times the same victim or else more than one victim over a long period of time
http://www.wikidata.org/entity/Q24262584,Bible translator,person translating the Bible
http://www.wikidata.org/entity/Q23197257,vocal arranger,artist who arranges vocal music
http://www.wikidata.org/entity/Q24841755,wuzuo,coroner in Chinese history
http://www.wikidata.org/entity/Q27431213,cookbook author,"person who writes literature about cooking, including recipe books"
http://www.wikidata.org/entity/Q26709099,speed skating trainer,trainer in speed skating
http://www.wikidata.org/entity/Q23640580,vehicle operator,"person operating any type of transport vehicle, ship, or aircraft"
http://www.wikidata.org/entity/Q23809272,Q23809272,
http://www.wikidata.org/entity/Q26899865,readerEstado,person who is reading/read/has read a text2022
http://www.wikidata.org/entity/Q24255599,Q24255599,
http://www.wikidata.org/entity/Q24255611,Q24255611,
http://www.wikidata.org/entity/Q27496075,Idist,person speaking or using the international language Ido
http://www.wikidata.org/entity/Q25394292,Q25394292,
http://www.wikidata.org/entity/Q25583311,Q25583311,
http://www.wikidata.org/entity/Q26203955,Q26203955,
http://www.wikidata.org/entity/Q24259640,underwater fisherman,
http://www.wikidata.org/entity/Q27497422,helminthologist,invertebrate zoologist specialising in helminthology
http://www.wikidata.org/entity/Q24962806,mob enforcer,"member of a group, especially of a gang, charged with keeping dissident members obedient"
http://www.wikidata.org/entity/Q25866077,skeleton trainer,
http://www.wikidata.org/entity/Q24054289,dangdut singer,singer who sings dangdut
http://www.wikidata.org/entity/Q25553823,suicide bomber,terrorist who detonates a bomb which is intended to kill themselves and others
http://www.wikidata.org/entity/Q24056480,porcelain painter,painter on ceramics
http://www.wikidata.org/entity/Q27057193,roofing contractor,a person or organization typically hired to provided roofing services
http://www.wikidata.org/entity/Q25553087,bomber,"terrorist or criminal who drops, plants and/or detonates a bomb"
http://www.wikidata.org/entity/Q27096547,Firzogerin,"A firzogerin,  was a historic role in the synagogue for a learned Jewish woman leading women in prayer from the weibershul (women's gallery or annex) as a precentress, parallel to the main service led by a male chazzan"
http://www.wikidata.org/entity/Q23666893,taliban,
http://www.wikidata.org/entity/Q24236999,virtual idol,computer-created fictional idol
http://www.wikidata.org/entity/Q24266767,newspaper proprietor,person owning or publishing a newspaper
http://www.wikidata.org/entity/Q26936818,spongiologist,scientist who studies sponges
http://www.wikidata.org/entity/Q23670153,president of a non-profit organisation,
http://www.wikidata.org/entity/Q23957324,llullist,scholar of llullism
http://www.wikidata.org/entity/Q24702769,radio journalist,journalist working on radio
http://www.wikidata.org/entity/Q27431227,figure of scandal,person who is the subject of a scandal
http://www.wikidata.org/entity/Q24885890,Childcare Worker,
http://www.wikidata.org/entity/Q24387326,mythographer,writer on mythology
http://www.wikidata.org/entity/Q27532776,rowing umpire,umpire in the sport of rowing
http://www.wikidata.org/entity/Q24049451,chronologist,scholar of chronology
http://www.wikidata.org/entity/Q23760244,philosopher of law,
http://www.wikidata.org/entity/Q24885626,thinker,someone who thinks
http://www.wikidata.org/entity/Q25587829,Q25587829,person whose occupation is to make bronze utensils
http://www.wikidata.org/entity/Q24936486,President of the Policy and Resources Committee of Guernsey,head of government of Guernsey and chair of the Policy and Resources Committee
http://www.wikidata.org/entity/Q25829748,brass player,musician playing a brass instrument
http://www.wikidata.org/entity/Q23670057,heretic,"believer, deviating from accepted doctrine"
http://www.wikidata.org/entity/Q24040377,echinodermologist,zoologist who studies echinoderms
http://www.wikidata.org/entity/Q23770318,otologist,physician who practices medicine dealing with the ear
http://www.wikidata.org/entity/Q24841818,eunuch official,eunuch public official
http://www.wikidata.org/entity/Q23924991,café owner,
http://www.wikidata.org/entity/Q24033993,karate coach,
http://www.wikidata.org/entity/Q26326102,Swiss wrestler,sportsperson praticing Swiss wrestling (Schwingen)
http://www.wikidata.org/entity/Q26270618,rowing figure,person taking part in rowing sports in an athletic or non-athletic role
http://www.wikidata.org/entity/Q24007814,vacationer,"person who is on vacation/holiday, staying in a place other than their usual place of residence"
http://www.wikidata.org/entity/Q27105472,mover,person who relocates or transports goods and belongings from one place to another
http://www.wikidata.org/entity/Q24698392,antiimperialist,person espousing anti-imperialism
http://www.wikidata.org/entity/Q24729786,publican,owner or manager of a pub or public house
http://www.wikidata.org/entity/Q25203010,registrar,chief executive officer of a judicial forum
http://www.wikidata.org/entity/Q24114117,gambler,"person who gambles, either professionally or recreationally"
http://www.wikidata.org/entity/Q25626431,grinder,worker who performs metal grinding
http://www.wikidata.org/entity/Q24898269,forestry consultant,"conservation scientists who work independently, or as employees of small consulting companies, to advise clients on the use of natural tree and land resources"
http://www.wikidata.org/entity/Q27044075,bretteur,"inveterate, professional duellist"
http://www.wikidata.org/entity/Q26837361,sports team owner,occupation
http://www.wikidata.org/entity/Q24259627,motorcycle trials rider,
http://www.wikidata.org/entity/Q25039522,pipelayer,"skilled tradesman who lays pipe, such as for storm sewers, sanitary sewers, drains, and water mains"
http://www.wikidata.org/entity/Q25326636,cat behaviorist,occupation focused on helping cat owners understand their cats
http://www.wikidata.org/entity/Q23663603,acupuncturist,occupation
http://www.wikidata.org/entity/Q25424554,wooden boat builder,profession; type of carpenter specialized in building and repairing wooden boats
http://www.wikidata.org/entity/Q25190800,Chinese opera actor,people perform in Chinese opera
http://www.wikidata.org/entity/Q23906216,looter,a person that indiscriminately steals items
http://www.wikidata.org/entity/Q24841693,laobao,female boss of a brothel
http://www.wikidata.org/entity/Q26804623,charity administrator,occupation
http://www.wikidata.org/entity/Q24961653,cancionista,"Argentine term for a female working in the tango genre as songwriter, lyricist, and/or singer"
http://www.wikidata.org/entity/Q24938922,scafista,ship captain who brings illegal immigrants oversea in motorized boats
http://www.wikidata.org/entity/Q27431229,inebriate,person who drinks alcohol to excess
http://www.wikidata.org/entity/Q26237228,epigrammatist,occupation of someone who makes epigrams
http://www.wikidata.org/entity/Q23305046,freemason,member of the Freemasons
http://www.wikidata.org/entity/Q23375738,crocheter,occupation
http://www.wikidata.org/entity/Q24716636,volunteer,participant in voluntary work
http://www.wikidata.org/entity/Q27148032,sound recordist,occupation
http://www.wikidata.org/entity/Q24841721,classical singer,singer who is classically trained and practices lyric singing
http://www.wikidata.org/entity/Q25493168,crossword compiler,person who compiles and publishes crossword puzzles
http://www.wikidata.org/entity/Q25616474,woodwind instrument player,musician who plays one or more woodwind instruments
http://www.wikidata.org/entity/Q26876987,carom billiards player,sportsperson playing carom billiards
http://www.wikidata.org/entity/Q24871167,scullery maid,"lowest ranking female servants, assistant to kitchen maid"
http://www.wikidata.org/entity/Q23835475,assistant,someone who helps or supports another person
http://www.wikidata.org/entity/Q24962966,military impostor,individual who makes false claims about past or current military service
http://www.wikidata.org/entity/Q24797688,show jumper,equestrian occupation and hobby
http://www.wikidata.org/entity/Q28186891,mishu,personal secretary in Chinese politics
http://www.wikidata.org/entity/Q30595452,Kathanar,Ancient syrian christian term in Malayalam for priest
http://www.wikidata.org/entity/Q28455223,credit analyst,employee who analysis credit of clients or customers
http://www.wikidata.org/entity/Q29887242,anti-vaccine activist,person who officially rejects the efficacy or safety of vaccines
http://www.wikidata.org/entity/Q31276274,caster,artisan who creates wheels
http://www.wikidata.org/entity/Q30093123,investigator,person who acquires information through inquiries or investigation
http://www.wikidata.org/entity/Q27929486,tardigradologist,scientist who studies tardigrades
http://www.wikidata.org/entity/Q28665858,cantor,"In Christianity, the degree of an inferior clergyman whose main task is to sing some psalms, Christian prayers, hymns, prokeimenas and cries in the choir during public worship"
http://www.wikidata.org/entity/Q32947888,bank manager,manager of a financial institution
http://www.wikidata.org/entity/Q28776412,book collector,person who collects books
http://www.wikidata.org/entity/Q27645484,cirripedologist,scientist who studies barnacles
http://www.wikidata.org/entity/Q28933489,lathe operator,"machinist, operator of a metal-working lathe, deals with the machining process turning"
http://www.wikidata.org/entity/Q28164897,jujutsuka,sportsperson taking part in jujutsu competitions
http://www.wikidata.org/entity/Q33187201,streaker,person who appears or runs nude in public
http://www.wikidata.org/entity/Q30242234,freedom fighter,person who takes part in a resistance movement against an oppressive political or social establishment
http://www.wikidata.org/entity/Q28114443,Q28114443,
http://www.wikidata.org/entity/Q28148336,Q28148336,
http://www.wikidata.org/entity/Q28464438,Q28464438,
http://www.wikidata.org/entity/Q28495878,Q28495878,
http://www.wikidata.org/entity/Q28530471,Q28530471,
http://www.wikidata.org/entity/Q28659570,Q28659570,
http://www.wikidata.org/entity/Q28684143,Q28684143,
http://www.wikidata.org/entity/Q28721657,Q28721657,
http://www.wikidata.org/entity/Q27621374,bear hunter,person who hunts bears
http://www.wikidata.org/entity/Q28919899,Q28919899,
http://www.wikidata.org/entity/Q28948007,Q28948007,
http://www.wikidata.org/entity/Q28949582,Q28949582,
http://www.wikidata.org/entity/Q28950950,Q28950950,
http://www.wikidata.org/entity/Q28971990,Q28971990,
http://www.wikidata.org/entity/Q28972711,Q28972711,
http://www.wikidata.org/entity/Q29866404,Q29866404,
http://www.wikidata.org/entity/Q29956970,discoverer of asteroids,occupation
http://www.wikidata.org/entity/Q28001428,falconer,"person who breeds, trains, or hunts with hawks"
http://www.wikidata.org/entity/Q30899033,Q30899033,
http://www.wikidata.org/entity/Q28709706,Odyssey's translator,
http://www.wikidata.org/entity/Q32945212,cuplé singer,
http://www.wikidata.org/entity/Q27548835,Armenian freedom fighter,
http://www.wikidata.org/entity/Q27908028,opera administrator,profession
http://www.wikidata.org/entity/Q27943370,fashion person,person active in the world of fashion
http://www.wikidata.org/entity/Q29474051,key costumer,
http://www.wikidata.org/entity/Q32999759,euphonium player,musician who plays euphonium
http://www.wikidata.org/entity/Q30176225,correspondence chess player,person that plays chess via postal or e-mail correspondence
http://www.wikidata.org/entity/Q29775509,costume coordinator,person who acquires and manages a store of costumes for an event or production
http://www.wikidata.org/entity/Q33981696,Bezirksamtmann,head of district authority
http://www.wikidata.org/entity/Q29881694,alternative therapist,person practicing alternative medicine
http://www.wikidata.org/entity/Q32860750,tachygraph,
http://www.wikidata.org/entity/Q34074720,feminist,person who supports feminism
http://www.wikidata.org/entity/Q27806080,union secretary,full-time union official
http://www.wikidata.org/entity/Q29038436,law theorist,
http://www.wikidata.org/entity/Q27926658,trip advisor,occupation
http://www.wikidata.org/entity/Q30061109,ambassador of Afghanistan,
http://www.wikidata.org/entity/Q28008159,fashion blogger,
http://www.wikidata.org/entity/Q28664548,club promoter,occupation
http://www.wikidata.org/entity/Q27978698,wrestler,"practitioner of an activity referred to as 'wrestling', whether the martial art or the mock combat done for entertainment"
http://www.wikidata.org/entity/Q28054726,theatre administrator,manager of a theatre or theatrical festival
http://www.wikidata.org/entity/Q30315732,nurse attorney,individual who is licensed as both lawyer and nurse
http://www.wikidata.org/entity/Q28503751,speaker,person capable of verbal communication
http://www.wikidata.org/entity/Q28789517,concentration camp guard,someone guarding a concentration camp
http://www.wikidata.org/entity/Q27919609,cosmographer,
http://www.wikidata.org/entity/Q30134437,mechanical automaton engineer,
http://www.wikidata.org/entity/Q27890965,paleoartist,artist specializing in prehistoric life
http://www.wikidata.org/entity/Q27924982,myriapodologist,scientist who studies myriapods
http://www.wikidata.org/entity/Q29026159,silk manufacturer,manufacturer of silk
http://www.wikidata.org/entity/Q29933786,operator,"person or organization that operates a given equipment, facility, or service"
http://www.wikidata.org/entity/Q28949575,fashion show producer,
http://www.wikidata.org/entity/Q28466165,whaler,hunter who hunts whales
http://www.wikidata.org/entity/Q31080335,foreign fighter,
http://www.wikidata.org/entity/Q27978310,Radio people,
http://www.wikidata.org/entity/Q28709693,Iliad's translator,
http://www.wikidata.org/entity/Q29017403,rock musician,musician playing rock music
http://www.wikidata.org/entity/Q28790169,unemployed,"person who doesn't work, but usually has no limitations to get employed"
http://www.wikidata.org/entity/Q28837146,necromancer,occupation
http://www.wikidata.org/entity/Q28812100,shark spotter,person in charge of spotting sharks
http://www.wikidata.org/entity/Q30892161,sports promoter,occupation
http://www.wikidata.org/entity/Q28836794,wheelchair curler,sportsperson who plays wheelchair curling
http://www.wikidata.org/entity/Q28001538,Mormon missionary diarist,Mormon missionary who keeps records in the form of diaries and journals recounting their activities on behalf of The Church of Jesus Christ of Latter-day Saints (LDS Church) in various parts of the world
http://www.wikidata.org/entity/Q33112393,motorist,term for road tripper; type of traveller
http://www.wikidata.org/entity/Q27645949,paleoentomologist,scientist who specializes in paleoentomology
http://www.wikidata.org/entity/Q28134462,transgender sex workers,
http://www.wikidata.org/entity/Q28195050,Hovjägmästare,
http://www.wikidata.org/entity/Q29466935,disc golfer,someone who plays disc golf
http://www.wikidata.org/entity/Q28692502,women's rights activist,person who advocates women's rights
http://www.wikidata.org/entity/Q28966333,needleworker,"person who does needleworking, especially as an occupation"
http://www.wikidata.org/entity/Q31887345,Statsepidemiolog,
http://www.wikidata.org/entity/Q30943148,key opinion leader,person or organization who has expert product knowledge and influence in a respective field
http://www.wikidata.org/entity/Q30175498,Q30175498,sportsperson taking part in canne da combat competitions
http://www.wikidata.org/entity/Q32518759,ethnobotanist,person studying ethnobotany
http://www.wikidata.org/entity/Q28811600,timekeeper,person who measures time with the assistance of a clock or stopwatch
http://www.wikidata.org/entity/Q33483062,cinephile,person who has passionate interest in cinema
http://www.wikidata.org/entity/Q33176607,Seraphic Doctor,
http://www.wikidata.org/entity/Q29448653,accompanist,musician who plays an accompaniment part
http://www.wikidata.org/entity/Q28532974,community organizer,occupation
http://www.wikidata.org/entity/Q29840095,capoeira practitioner,someone who practices capoeira
http://www.wikidata.org/entity/Q30601866,dishwasher,"person who wash and cleans kitchen areas, dishes and utensils"
http://www.wikidata.org/entity/Q27658988,reality television participant,person who participates in reality television
http://www.wikidata.org/entity/Q30904452,huachicolero,person engaged in the theft and illicit sale of motor fuel
http://www.wikidata.org/entity/Q33112378,clubwoman,woman active in club-based social or community affairs
http://www.wikidata.org/entity/Q28255863,textologist,person dealing with the development and tradition of texts
http://www.wikidata.org/entity/Q30060441,clairvoyant,someone who is or claims to be clairvoyant
http://www.wikidata.org/entity/Q28050438,broadcasting executive,profession within the broadcast industry
http://www.wikidata.org/entity/Q43682214,Christian mystic,person who experiences ecstasy or an altered state of consciousness which is given a Christian religious or spiritual meaning
http://www.wikidata.org/entity/Q41322966,iconographer,theologian specialized in iconography
http://www.wikidata.org/entity/Q43184282,landscaper,professional who specialises in landscaping
http://www.wikidata.org/entity/Q38687772,annelidologist,scientist who studies annelids
http://www.wikidata.org/entity/Q42303796,boogie-woogie musician,"musician who plays boogie woogie; musician primarily recognized as writing, performing, and recording boogie woogie music"
http://www.wikidata.org/entity/Q39372574,protistologist,scientist who studies protists
http://www.wikidata.org/entity/Q39295553,copepodologist,zoologist who studies copepods
http://www.wikidata.org/entity/Q42625830,prospector,person engaged in small-scall exploration for minerals
http://www.wikidata.org/entity/Q40881196,printer-bookseller,profession; printer specialized in printing books
http://www.wikidata.org/entity/Q43667189,donor,relationship with a charity
http://www.wikidata.org/entity/Q42763889,poisoner,person who kills people using poison
http://www.wikidata.org/entity/Q45922426,Lollard,"adherent of Lollardy, a heretical Christian reform movement in late Medieval England"
http://www.wikidata.org/entity/Q42303786,blues musician,musician who plays blues music
http://www.wikidata.org/entity/Q45181247,babysitter,person who cares for one or more children for a short period of time in place of their legal guardians
http://www.wikidata.org/entity/Q43095928,conchologist,zoologist who studies mollusc shells
http://www.wikidata.org/entity/Q37735885,Q37735885,
http://www.wikidata.org/entity/Q47004158,homiletician,scholar of preaching
http://www.wikidata.org/entity/Q41078682,belletrist,writer of belles-lettres; person who writes or is concerned with belles-lettres
http://www.wikidata.org/entity/Q38094429,Q38094429,
http://www.wikidata.org/entity/Q38244804,Q38244804,
http://www.wikidata.org/entity/Q38367671,Q38367671,
http://www.wikidata.org/entity/Q39384683,Q39384683,
http://www.wikidata.org/entity/Q39513468,Q39513468,
http://www.wikidata.org/entity/Q47105711,belly dancer,artistic occupation
http://www.wikidata.org/entity/Q40421764,United Nations official,
http://www.wikidata.org/entity/Q41311803,blood donor,someone who gives blood
http://www.wikidata.org/entity/Q34463094,organic chemist,chemist specialized in organic chemistry
http://www.wikidata.org/entity/Q43065561,wigmaker,person who makes wigs
http://www.wikidata.org/entity/Q43479144,Q43479144,
http://www.wikidata.org/entity/Q43669801,Q43669801,
http://www.wikidata.org/entity/Q43756447,Q43756447,
http://www.wikidata.org/entity/Q43756601,Q43756601,
http://www.wikidata.org/entity/Q43773376,Q43773376,
http://www.wikidata.org/entity/Q43786211,stakeholder,"in gambling law, a third party who temporarily holds money or property while its owner is still being determined"
http://www.wikidata.org/entity/Q45273859,Q45273859,
http://www.wikidata.org/entity/Q45322469,wheelchair basketball player,person who plays wheelchair basketball
http://www.wikidata.org/entity/Q46454704,Q46454704,
http://www.wikidata.org/entity/Q46536973,Q46536973,
http://www.wikidata.org/entity/Q46540766,Q46540766,
http://www.wikidata.org/entity/Q46698605,Q46698605,
http://www.wikidata.org/entity/Q46999717,Q46999717,
http://www.wikidata.org/entity/Q47072980,Q47072980,
http://www.wikidata.org/entity/Q47072996,Q47072996,
http://www.wikidata.org/entity/Q47088054,Q47088054,
http://www.wikidata.org/entity/Q47088052,Q47088052,
http://www.wikidata.org/entity/Q47088056,Q47088056,
http://www.wikidata.org/entity/Q47088397,Q47088397,
http://www.wikidata.org/entity/Q47088401,Q47088401,
http://www.wikidata.org/entity/Q47090653,Q47090653,
http://www.wikidata.org/entity/Q47091982,Q47091982,
http://www.wikidata.org/entity/Q47125288,Q47125288,
http://www.wikidata.org/entity/Q43683933,Carpenters and Joiners,
http://www.wikidata.org/entity/Q47004511,canoe polo player,
http://www.wikidata.org/entity/Q40318865,pigeon fancier,
http://www.wikidata.org/entity/Q43464841,merchant banker,
http://www.wikidata.org/entity/Q37311684,book historian,
http://www.wikidata.org/entity/Q38704413,nontrinitarian,Christian person who does not subscribe to the doctrine of the Trinity
http://www.wikidata.org/entity/Q45725048,anti-nuclear activist,
http://www.wikidata.org/entity/Q38126150,housewife,married family member whose main occupation is running or managing the family's home
http://www.wikidata.org/entity/Q42362934,riding coach,
http://www.wikidata.org/entity/Q34965386,malware researcher,
http://www.wikidata.org/entity/Q44508716,television personality,person who is known to the public primarily through their appearances on television shows
http://www.wikidata.org/entity/Q45758480,managing partner,
http://www.wikidata.org/entity/Q47072988,real estate owner,someone who owns real estate
http://www.wikidata.org/entity/Q45920048,railway executive,managerial occupation in railroads
http://www.wikidata.org/entity/Q40749908,bronze sculptor,sculptor specialized in working with bronze
http://www.wikidata.org/entity/Q34966237,IT security expert,
http://www.wikidata.org/entity/Q42855995,fabricator,factory owner
http://www.wikidata.org/entity/Q40155085,census taker,person who collects census data by visiting individual homes
http://www.wikidata.org/entity/Q39049384,county auditor,
http://www.wikidata.org/entity/Q34757756,spotter,in auto racing a trained team member whose job is to relay information to their driver
http://www.wikidata.org/entity/Q41493761,oligochaetologist,scientist who studies earthworms
http://www.wikidata.org/entity/Q41593843,quizzer,someone who is a contestant in quizzes more than incidentally
http://www.wikidata.org/entity/Q42673468,naturopath,profession
http://www.wikidata.org/entity/Q41496390,Klingonist,person who speaks or uses the Klingon language
http://www.wikidata.org/entity/Q45217546,Instagram blogger,blogger posting on Instagram
http://www.wikidata.org/entity/Q41546637,Wikimedian,contributor in the Wikimedia movement
http://www.wikidata.org/entity/Q45764132,photography collector,person who collects photographs
http://www.wikidata.org/entity/Q40468055,labor historian,
http://www.wikidata.org/entity/Q43200890,watering plants,gardening
http://www.wikidata.org/entity/Q41799705,morphologist,studies the structure and form of organisms
http://www.wikidata.org/entity/Q40871491,hapkido practitioner,sportsperson taking part in hapkido competitions
http://www.wikidata.org/entity/Q42330144,historian of the Holocaust,
http://www.wikidata.org/entity/Q38239859,army officer,commissioned officer in an army
http://www.wikidata.org/entity/Q42971775,homebrewer,
http://www.wikidata.org/entity/Q41898139,slackliner,person who practice slackline
http://www.wikidata.org/entity/Q43668003,analytical chemist,chemistry profession
http://www.wikidata.org/entity/Q45465544,tentmaker,
http://www.wikidata.org/entity/Q46123106,teddy bear creator,
http://www.wikidata.org/entity/Q41685600,Viner,one who uploads videos onto the Vine video-sharing platform
http://www.wikidata.org/entity/Q42297530,keynote speaker,person who delivers a talk on the main theme of an event
http://www.wikidata.org/entity/Q47090899,museum professional,occupation
http://www.wikidata.org/entity/Q38743359,ceroplastician,
http://www.wikidata.org/entity/Q43389498,historian of the French Revolution,
http://www.wikidata.org/entity/Q42182030,Holocaust denier,occupation
http://www.wikidata.org/entity/Q45176736,historian of women,
http://www.wikidata.org/entity/Q42889548,gun rights advocate,person who advocates for gun rights
http://www.wikidata.org/entity/Q43423468,hedge fund manager,financial company or individual that employs professional portfolio managers and analysts in order to establish hedge funds
http://www.wikidata.org/entity/Q42331263,American football coach,coach of American football
http://www.wikidata.org/entity/Q45787133,motorcyclist,person who drives a motorbike
http://www.wikidata.org/entity/Q48804416,tattooed lady,activity
http://www.wikidata.org/entity/Q48676230,registered player,in tennis
http://www.wikidata.org/entity/Q47456580,oud player,musician who plays the oud
http://www.wikidata.org/entity/Q50768646,labor leader,leader of labor activists
http://www.wikidata.org/entity/Q51095439,costume historian,person who studies the history of costume and clothing
http://www.wikidata.org/entity/Q50791189,abstractionist,artist in genre of abstraction
http://www.wikidata.org/entity/Q47847585,ecofeminist,feminist activist focused on environmental issues
http://www.wikidata.org/entity/Q47472279,Q47472279,a priests assistant
http://www.wikidata.org/entity/Q49094407,sports manager,person managing sports
http://www.wikidata.org/entity/Q50326729,Inspector general of the Ponts et Chaussées,French national position
http://www.wikidata.org/entity/Q47228496,conscript,member of a military organization who is serving under terms of compulsory service
http://www.wikidata.org/entity/Q47262408,Q47262408,
http://www.wikidata.org/entity/Q47302193,Q47302193,
http://www.wikidata.org/entity/Q47302593,Q47302593,
http://www.wikidata.org/entity/Q47302621,Q47302621,
http://www.wikidata.org/entity/Q47434305,Q47434305,
http://www.wikidata.org/entity/Q47456771,Q47456771,
http://www.wikidata.org/entity/Q47462176,Q47462176,
http://www.wikidata.org/entity/Q47462458,Q47462458,
http://www.wikidata.org/entity/Q47462924,Q47462924,
http://www.wikidata.org/entity/Q47463578,Q47463578,
http://www.wikidata.org/entity/Q47477189,Q47477189,
http://www.wikidata.org/entity/Q47491632,Q47491632,
http://www.wikidata.org/entity/Q47492700,Q47492700,
http://www.wikidata.org/entity/Q47516887,Q47516887,
http://www.wikidata.org/entity/Q47517033,Q47517033,
http://www.wikidata.org/entity/Q47518565,Q47518565,
http://www.wikidata.org/entity/Q47519373,Q47519373,
http://www.wikidata.org/entity/Q47519710,Q47519710,
http://www.wikidata.org/entity/Q47544578,Q47544578,
http://www.wikidata.org/entity/Q47544599,Q47544599,
http://www.wikidata.org/entity/Q48210938,Q48210938,
http://www.wikidata.org/entity/Q47319622,telephone operator,position responsible for operating telephones and telephone communications systems
http://www.wikidata.org/entity/Q48469035,Q48469035,
http://www.wikidata.org/entity/Q48824333,Q48824333,
http://www.wikidata.org/entity/Q48915284,Q48915284,
http://www.wikidata.org/entity/Q50932178,religion sociologist,profession
http://www.wikidata.org/entity/Q48956331,Q48956331,
http://www.wikidata.org/entity/Q48956358,Q48956358,
http://www.wikidata.org/entity/Q48976409,Q48976409,
http://www.wikidata.org/entity/Q49139254,Q49139254,
http://www.wikidata.org/entity/Q49150939,Q49150939,
http://www.wikidata.org/entity/Q49222354,Q49222354,
http://www.wikidata.org/entity/Q49978992,Q49978992,
http://www.wikidata.org/entity/Q50108322,Q50108322,
http://www.wikidata.org/entity/Q50245046,Q50245046,
http://www.wikidata.org/entity/Q50250259,Q50250259,
http://www.wikidata.org/entity/Q50292868,Q50292868,
http://www.wikidata.org/entity/Q50294048,Q50294048,
http://www.wikidata.org/entity/Q50418136,Q50418136,
http://www.wikidata.org/entity/Q50594627,Q50594627,
http://www.wikidata.org/entity/Q50597476,Q50597476,
http://www.wikidata.org/entity/Q50702064,Q50702064,
http://www.wikidata.org/entity/Q50811052,Q50811052,
http://www.wikidata.org/entity/Q50811084,Q50811084,
http://www.wikidata.org/entity/Q50821982,Q50821982,
http://www.wikidata.org/entity/Q51025550,Q51025550,
http://www.wikidata.org/entity/Q51030077,Q51030077,
http://www.wikidata.org/entity/Q51038259,Q51038259,
http://www.wikidata.org/entity/Q51073396,Q51073396,
